College,Sorority Name,Instagram Handle
"Union University","Gamma Phi Beta",""
"University of Alabama-Birmingham","",""
"University of Alaska Anchorage","Alpha Sigma Alpha",""
"University of Alaska Anchorage","Sigma Sigma Sigma",""
"University of Alaska Fairbanks","Sigma Sigma Sigma",""
"University of Arizona","Kappa Alpha Theta",""
"University of Arizona","Alpha Phi",""
"University of Arizona","Chi Omega",""
"University of Arizona","Pi Beta Phi",""
"University of Arizona","Sigma Kappa",""
"University of Arizona","Delta Gamma",""
"University of Arizona","Gamma Phi Beta",""
"University of Arizona","Alpha Delta Pi",""
"University of Arizona","Alpha Epsilon Phi",""
"University of Arizona","Delta Sigma Theta",""
"University of Arizona","Alpha Kappa Alpha",""
"University of Arizona","Phi Sigma Sigma",""
"University of Arizona","Phi Sigma Rho",""
"University of Arizona","Alpha Phi Gamma",""
"University of Arizona","Delta Delta Delta",""
"University of Arizona","","@az_sigmachi"
"University of Arizona","",""
"University of Arizona","",""
"University of Arizona","",""
"University of Arizona","",""
"University of Arizona","Sigma Alpha",""
"University of Arizona","",""
"University of Arizona","Alpha Sigma Alpha",""
"University of Arizona","Kappa Kappa Gamma",""
"University of Arizona","Alpha Chi Omega",""
"University of Arkansas","","@uarksigmachi"
"University of Arkansas at Little Rock","Delta Sigma Theta",""
"University of Arkansas at Little Rock","Sigma Gamma Rho",""
"University of Arkansas at Little Rock","Alpha Kappa Alpha",""
"University of Arkansas at Little Rock","Chi Omega",""
"University of Arkansas at Little Rock","Zeta Phi Beta",""
"University of Arkansas at Little Rock","Kappa Delta",""
"University of Arkansas at Monticello","Zeta Phi Beta",""
"University of Arkansas at Monticello","Delta Sigma Theta",""
"University of Arkansas at Monticello","Sigma Sigma Sigma",""
"University of Arkansas at Monticello","Alpha Sigma Alpha",""
"University of Arkansas at Monticello","Alpha Sigma Tau",""
"University of Arkansas at Pine Bluff","Sigma Gamma Rho",""
"University of Arkansas at Pine Bluff","Delta Sigma Theta",""
"University of Arkansas at Pine Bluff","Alpha Kappa Alpha",""
"University of Arkansas at Pine Bluff","Zeta Phi Beta",""
"University of Bridgeport","Alpha Kappa Alpha",""
"University of Bridgeport","Sigma Gamma Rho",""
"University of British Columbia-Simon Fraser University","",""
"University of California-Berkeley","",""
"University of California-Irvine","",""
"University of California-Los Angeles","",""
"University of California-Merced","",""
"University of California, Berkeley","Zeta Tau Alpha",""
"University of California, Berkeley","Delta Delta Delta",""
"University of California, Berkeley","Kappa Alpha Theta",""
"University of California, Berkeley","Gamma Phi Beta",""
"University of California, Berkeley","Chi Omega",""
"University of California, Berkeley","Pi Beta Phi",""
"University of California, Berkeley","Phi Sigma Rho",""
"University of California, Berkeley","Alpha Delta Pi",""
"University of California, Berkeley","Alpha Phi",""
"University of California, Berkeley","Kappa Kappa Gamma",""
"University of California, Berkeley","Sigma Kappa",""
"University of California, Berkeley","Alpha Chi Omega",""
"University of California, Berkeley","Delta Gamma",""
"University of California, Berkeley","Kappa Gamma Delta",""
"University of California, Berkeley","Alpha Omicron Pi",""
"University of California, Berkeley","Sigma Phi Omega",""
"University of California, Berkeley","Lambda Sigma Gamma",""
"University of California, Davis","Alpha Chi Omega",""
"University of California, Davis","Alpha Delta Pi",""
"University of California, Davis","Pi Beta Phi",""
"University of California, Davis","Kappa Alpha Theta",""
"University of California, Davis","Delta Gamma",""
"University of California, Davis","Alpha Phi",""
"University of California, Davis","Sigma Alpha Epsilon Pi",""
"University of California, Davis","Kappa Kappa Gamma",""
"University of California, Davis","Kappa Gamma Delta",""
"University of California, Davis","Lambda Sigma Gamma",""
"University of California, Davis","Chi Delta Theta",""
"University of California, Davis","Chi Omega",""
"University of California, Davis","Delta Delta Delta",""
"University of California, Irvine","Pi Beta Phi",""
"University of California, Irvine","Kappa Kappa Gamma",""
"University of California, Irvine","Sigma Kappa",""
"University of California, Irvine","Delta Gamma",""
"University of California, Irvine","Kappa Alpha Theta",""
"University of California, Irvine","Alpha Chi Omega",""
"University of California, Irvine","Alpha Epsilon Phi",""
"University of California, Irvine","Gamma Phi Beta",""
"University of California, Irvine","Alpha Phi",""
"University of California, Irvine","Delta Delta Delta",""
"University of California, Irvine","Phi Sigma Rho",""
"University of California, Irvine","Lambda Sigma Gamma",""
"University of California, Los Angeles","","@uclasigmachi"
"University of California, Riverside","Delta Gamma",""
"University of California, Riverside","Alpha Pi Sigma",""
"University of California, Riverside","Sigma Kappa",""
"University of California, Riverside","Gamma Phi Beta",""
"University of California, Riverside","Alpha Chi Omega",""
"University of California, Riverside","Kappa Kappa Gamma",""
"University of California, Riverside","Pi Beta Phi",""
"University of California, Riverside","Delta Sigma Theta",""
"University of California, Riverside","Zeta Phi Beta",""
"University of California, Riverside","Sigma Gamma Rho",""
"University of California, Riverside","Lambda Theta Alpha",""
"University of California, Riverside","Alpha Kappa Alpha",""
"University of California, Riverside","Lambda Sigma Gamma",""
"University of California, Riverside","Sigma Omicron Pi",""
"University of California, Riverside","Alpha Delta Pi",""
"University of California, San Diego","Delta Gamma",""
"University of California, San Diego","Kappa Kappa Gamma",""
"University of California, San Diego","Chi Omega",""
"University of California, San Diego","Pi Beta Phi",""
"University of California, San Diego","Kappa Alpha Theta",""
"University of California, San Diego","Delta Delta Delta",""
"University of California, San Diego","Alpha Chi Omega",""
"University of California, San Diego","Phi Sigma Rho",""
"University of California, San Diego","Alpha Phi",""
"University of California, San Diego","Alpha Omicron Pi",""
"University of California, San Diego","Alpha Epsilon Phi",""
"University of California, San Diego","Sigma Kappa",""
"University of California, Santa Barbara","Delta Sigma Theta",""
"University of California, Santa Barbara","Zeta Phi Beta",""
"University of California, Santa Barbara","Alpha Phi",""
"University of California, Santa Barbara","Alpha Chi Omega",""
"University of California, Santa Barbara","Delta Gamma",""
"University of California, Santa Barbara","Alpha Delta Pi",""
"University of California, Santa Barbara","Gamma Phi Beta",""
"University of California, Santa Barbara","Kappa Kappa Gamma",""
"University of California, Santa Barbara","Delta Delta Delta",""
"University of California, Santa Barbara","Chi Delta Theta",""
"University of California, Santa Barbara","Kappa Alpha Theta",""
"University of California, Santa Barbara","Sigma Theta Psi",""
"University of California, Santa Barbara","Lambda Sigma Gamma",""
"University of California, Santa Barbara","Alpha Epsilon Phi",""
"University of California, Santa Barbara","Pi Beta Phi",""
"University of California, Santa Cruz","Alpha Kappa Alpha",""
"University of California, Santa Cruz","Kappa Gamma Delta",""
"University of California, Santa Cruz","Kappa Alpha Theta",""
"University of California, Santa Cruz","Gamma Phi Beta",""
"University of California, Santa Cruz","Kappa Kappa Gamma",""
"University of California, Santa Cruz","Delta Sigma Theta",""
"University of Central Arkansas","Sigma Sigma Sigma",""
"University of Central Arkansas","Sigma Kappa",""
"University of Central Arkansas","Delta Zeta",""
"University of Central Arkansas","Alpha Sigma Alpha",""
"University of Central Arkansas","Alpha Sigma Tau",""
"University of Central Arkansas","Sigma Phi Lambda",""
"University of Central Florida","Delta Delta Delta",""
"University of Central Florida","Delta Gamma",""
"University of Central Florida","Alpha Chi Omega",""
"University of Central Florida","Zeta Phi Beta",""
"University of Central Florida","Sigma Gamma Rho",""
"University of Central Florida","Alpha Kappa Alpha",""
"University of Central Florida","Delta Sigma Theta",""
"University of Central Florida","Omega Phi Alpha",""
"University of Central Florida","Gamma Phi Beta",""
"University of Central Florida","Delta Zeta",""
"University of Central Florida","Kappa Kappa Gamma",""
"University of Central Florida","Chi Omega",""
"University of Central Florida","Alpha Epsilon Phi",""
"University of Central Florida","Kappa Alpha Theta",""
"University of Central Florida","Alpha Xi Delta",""
"University of Central Florida","Pi Beta Phi",""
"University of Central Florida","Zeta Tau Alpha",""
"University of Central Florida","Alpha Delta Pi",""
"University of Central Florida","Kappa Delta",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Central Florida","",""
"University of Chicago","Alpha Kappa Delta Phi",""
"University of Chicago","Alpha Kappa Alpha",""
"University of Chicago","Delta Sigma Theta",""
"University of Chicago","Kappa Alpha Theta",""
"University of Chicago","Alpha Omicron Pi",""
"University of Chicago","Pi Beta Phi",""
"University of Chicago","Delta Gamma",""
"University of Cincinnati","Zeta Tau Alpha",""
"University of Cincinnati","Sigma Gamma Rho",""
"University of Cincinnati","Phi Sigma Rho",""
"University of Cincinnati","Zeta Phi Beta",""
"University of Cincinnati","Phi Mu",""
"University of Cincinnati","Pi Beta Phi",""
"University of Cincinnati","Gamma Phi Beta",""
"University of Cincinnati","Delta Sigma Theta",""
"University of Cincinnati","Delta Delta Delta",""
"University of Cincinnati","Kappa Delta",""
"University of Cincinnati","Chi Omega",""
"University of Cincinnati","Delta Phi Lambda",""
"University of Cincinnati","Kappa Alpha Theta",""
"University of Cincinnati","Theta Phi Alpha",""
"University of Cincinnati","Kappa Kappa Gamma",""
"University of Cincinnati","Alpha Kappa Alpha",""
"University of Colorado Boulder","","@cubuffssigmachi"
"University of Colorado-Boulder","",""
"University of Connecticut","Pi Beta Phi",""
"University of Connecticut","Delta Zeta",""
"University of Connecticut","Alpha Epsilon Phi",""
"University of Connecticut","Alpha Chi Omega",""
"University of Connecticut","Phi Sigma Rho",""
"University of Connecticut","Sigma Gamma Rho",""
"University of Connecticut","Gamma Phi Beta",""
"University of Connecticut","Zeta Phi Beta",""
"University of Connecticut","Delta Phi Omega",""
"University of Connecticut","",""
"University of Connecticut","Delta Phi Lambda",""
"University of Connecticut","Kappa Alpha Theta",""
"University of Connecticut","Kappa Phi Lambda",""
"University of Connecticut","Alpha Omicron Pi",""
"University of Connecticut","Alpha Phi",""
"University of Connecticut","Delta Sigma Theta",""
"University of Connecticut","Alpha Kappa Alpha",""
"University of Connecticut","Delta Gamma",""
"University of Connecticut","Kappa Kappa Gamma",""
"University of Connecticut","Lambda Theta Alpha",""
"University of Connecticut","Omega Phi Beta",""
"University of Dayton","Pi Beta Phi",""
"University of Dayton","Theta Phi Alpha",""
"University of Dayton","Sigma Kappa",""
"University of Dayton","Delta Sigma Theta",""
"University of Dayton","Zeta Phi Beta",""
"University of Dayton","Phi Sigma Rho",""
"University of Dayton","Alpha Kappa Alpha",""
"University of Dayton","Chi Omega",""
"University of Dayton","Alpha Phi",""
"University of Dayton","Zeta Tau Alpha",""
"University of Dayton","Kappa Delta",""
"University of Delaware","Phi Sigma Sigma",""
"University of Delaware","Delta Sigma Theta",""
"University of Delaware","Chi Upsilon Sigma",""
"University of Delaware","Alpha Delta Pi",""
"University of Delaware","Chi Omega",""
"University of Delaware","Lambda Pi Chi",""
"University of Delaware","Delta Phi Lambda",""
"University of Delaware","Lambda Theta Alpha",""
"University of Delaware","Zeta Phi Beta",""
"University of Delaware","Sigma Alpha",""
"University of Delaware","Alpha Kappa Alpha",""
"University of Delaware","Delta Delta Delta",""
"University of Delaware","",""
"University of Delaware","Gamma Phi Beta",""
"University of Delaware","Alpha Xi Delta",""
"University of Delaware","Pi Beta Phi",""
"University of Delaware","Delta Gamma",""
"University of Delaware","Sigma Kappa",""
"University of Delaware","Kappa Alpha Theta",""
"University of Delaware","Alpha Phi",""
"University of Delaware","Alpha Epsilon Phi",""
"University of Delaware","Alpha Sigma Alpha",""
"University of Denver","Alpha Phi",""
"University of Denver","Delta Delta Delta",""
"University of Denver","",""
"University of Denver","Alpha Gamma Delta",""
"University of Denver","Chi Omega",""
"University of Denver","Gamma Phi Beta",""
"University of Denver","Delta Zeta",""
"University of Denver","Delta Gamma",""
